post_id,user_id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
2k2gii,4517,79,12.35,1,99,1,11.29,12.66,96.2,63.29,18.99,16.46,16.46,0,0,0,0,2.53,3.8,11.39,15.19,6.33,5.06,6.33,25.32,5.06,2.53,1.27,1.27,2.53,7.59,1.27,6.33,2.53,2.53,2.53,0,0,0,0,0,18.99,6.33,3.8,0,2.53,1.27,5.06,1.27,0,0,1.27,2.53,1.27,1.27,0,0,0,0,0,0,0,0,0,21.52,3.8,16.46,2.53,7.59,6.33,0,0,0,0,1.27,5.06,1.27,1.27,0,0,0,0,16.46,8.86,1.27,0,0,0,0,0,0,5.06,0,1.27
2qim6y,4517,98,44.47,9.25,96.16,81.07,16.33,21.43,90.82,58.16,19.39,11.22,11.22,0,0,0,0,8.16,6.12,12.24,11.22,3.06,6.12,1.02,21.43,2.04,0,1.02,1.02,2.04,3.06,3.06,0,0,0,0,3.06,0,2.04,0,0,12.24,4.08,2.04,2.04,5.1,0,4.08,2.04,2.04,0,0,3.06,0,3.06,0,0,5.1,0,3.06,1.02,3.06,0,2.04,13.27,4.08,14.29,1.02,4.08,9.18,4.08,0,0,0,0,0,0,0,0,0,0,0,9.18,6.12,3.06,0,0,0,0,0,0,0,0,0
2vuqha,4517,55,2.82,10.17,55.41,5.95,11,10.91,96.36,65.45,25.45,14.55,10.91,0,0,0,3.64,10.91,1.82,9.09,18.18,3.64,7.27,3.64,21.82,3.64,1.82,0,0,5.45,5.45,1.82,3.64,0,0,0,9.09,1.82,0,1.82,0,18.18,0,0,5.45,7.27,3.64,7.27,0,0,0,0,0,0,0,0,0,5.45,0,3.64,0,1.82,1.82,1.82,10.91,1.82,9.09,1.82,1.82,5.45,1.82,0,0,5.45,0,3.64,0,0,0,0,0,0,10.91,9.09,0,0,0,0,0,0,0,1.82,0,0
2vurrp,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2vzqk9,4517,67,11.5,14.8,68.43,8.14,11.17,19.4,97.01,65.67,20.9,11.94,10.45,0,0,1.49,0,8.96,4.48,11.94,16.42,4.48,7.46,4.48,20.9,10.45,5.97,1.49,2.99,1.49,13.43,5.97,7.46,0,2.99,1.49,8.96,2.99,0,2.99,0,13.43,1.49,0,4.48,2.99,2.99,4.48,1.49,0,0,1.49,2.99,0,2.99,0,0,7.46,2.99,1.49,1.49,0,1.49,0,17.91,2.99,13.43,0,5.97,7.46,0,1.49,1.49,1.49,0,1.49,0,0,0,0,0,0,14.93,8.96,1.49,0,0,0,0,0,0,4.48,0,0
2w1eaf,4517,202,14.77,13.8,58.42,12.61,16.83,13.86,90.1,59.41,20.79,15.84,15.35,0,0,0,0.5,4.95,3.47,11.39,15.35,5.45,7.43,0.99,24.26,6.44,1.98,3.96,0,3.47,9.41,3.96,4.95,0,0.5,2.48,7.92,0.5,0.5,0,0,12.87,1.98,0,3.96,2.97,3.96,1.98,3.47,0.5,0.5,2.48,2.97,0.5,2.48,0,0,4.95,1.98,1.49,1.49,0.99,0,1.98,16.83,1.49,6.93,0.99,1.98,3.96,1.49,0.99,0.5,0.5,0.5,3.96,0.5,0.5,0,0,0,0,18.81,5.94,0.99,0,3.47,0.99,0,0,0.99,2.97,0,3.47
2w23w1,4517,18,1.8,1,99,1,9,16.67,100,61.11,22.22,11.11,11.11,0,0,0,0,11.11,0,16.67,11.11,22.22,5.56,5.56,27.78,0,0,0,0,5.56,5.56,0,5.56,0,5.56,0,0,0,0,0,0,27.78,11.11,0,0,0,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,27.78,0,22.22,5.56,0,16.67,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,16.67,11.11,0,0,0,0,0,0,0,5.56,0,0
2weqp2,4517,14,1,1,13.15,25.77,14,0,100,78.57,28.57,21.43,14.29,0,0,0,7.14,7.14,0,7.14,28.57,7.14,14.29,7.14,28.57,7.14,7.14,0,0,7.14,14.29,7.14,7.14,0,7.14,0,7.14,0,0,0,0,21.43,0,0,14.29,7.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,0,0,7.14,0,0
2wun6d,4517,59,11.54,3.13,76.95,57.83,19.67,15.25,93.22,64.41,16.95,10.17,10.17,0,0,0,0,6.78,6.78,10.17,15.25,10.17,6.78,5.08,22.03,1.69,0,0,0,0,5.08,3.39,1.69,0,0,0,3.39,1.69,1.69,0,0,16.95,0,0,6.78,3.39,3.39,6.78,0,0,0,0,0,0,0,0,0,11.86,3.39,1.69,3.39,3.39,0,1.69,22.03,0,15.25,3.39,5.08,6.78,5.08,1.69,1.69,0,1.69,1.69,0,0,0,0,0,0,13.56,5.08,5.08,0,0,0,0,1.69,0,1.69,0,0
2xrh47,4517,6,1.8,4.8,23.51,25.77,6,16.67,100,50,33.33,16.67,16.67,0,0,0,0,16.67,0,0,0,0,16.67,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,16.67,16.67,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
31ljyz,4517,102,2.91,3.89,99,5.16,10.2,11.76,96.08,62.75,21.57,13.73,12.75,0,0,0,0.98,7.84,4.9,5.88,12.75,10.78,6.86,5.88,19.61,5.88,4.9,0,0.98,1.96,9.8,3.92,5.88,1.96,0,0.98,8.82,0.98,0.98,0,0,27.45,3.92,4.9,2.94,1.96,5.88,7.84,2.94,0,0,2.94,1.96,0,0.98,0,0,6.86,2.94,0.98,0,0.98,2.94,2.94,20.59,0.98,14.71,4.9,3.92,6.86,0,0.98,0.98,0,0,0,0,0,0,0,0,0,24.51,10.78,3.92,0,0,0,0,0,0,5.88,0,3.92
31ugoq,4517,21,1,1,99,1,7,4.76,100,66.67,28.57,23.81,23.81,0,0,0,0,4.76,0,9.52,23.81,9.52,14.29,4.76,28.57,14.29,9.52,0,0,9.52,14.29,4.76,9.52,4.76,4.76,0,0,0,0,0,0,14.29,4.76,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,19.05,0,4.76,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,14.29,0,0
3491td,4517,38,2.78,1,90.72,74.74,6.33,18.42,94.74,55.26,15.79,7.89,7.89,0,0,0,0,7.89,5.26,2.63,21.05,2.63,5.26,10.53,26.32,7.89,2.63,0,0,5.26,2.63,2.63,0,0,0,0,0,0,0,0,0,21.05,0,0,0,7.89,5.26,10.53,0,0,0,0,7.89,0,7.89,0,0,10.53,0,7.89,0,2.63,0,5.26,21.05,10.53,10.53,0,5.26,5.26,7.89,0,0,0,0,0,0,0,0,0,0,0,28.95,15.79,2.63,0,0,0,0,0,0,10.53,0,0
3935ql,4517,71,19.79,16.2,88.38,98.42,7.89,22.54,97.18,57.75,19.72,11.27,11.27,0,0,0,0,8.45,1.41,15.49,14.08,8.45,1.41,5.63,21.13,5.63,1.41,1.41,0,4.23,5.63,5.63,0,0,0,0,12.68,0,2.82,0,2.82,26.76,2.82,2.82,2.82,11.27,4.23,5.63,4.23,2.82,1.41,0,1.41,0,1.41,0,0,12.68,4.23,2.82,4.23,1.41,0,5.63,12.68,0,11.27,1.41,5.63,4.23,2.82,2.82,0,0,0,0,0,0,0,0,0,0,32.39,14.08,0,0,0,0,0,0,8.45,9.86,0,0
1ytkm1,4606,169,11.55,3.81,87.19,10.73,33.8,12.43,94.67,66.86,23.67,15.38,13.02,0.59,1.18,0.59,0,8.28,4.73,13.02,16.57,5.92,5.33,3.55,24.85,3.55,2.96,2.37,0,2.37,7.1,2.96,4.14,0,1.78,0.59,3.55,0.59,0,1.18,0,21.89,4.73,2.96,4.73,3.55,2.37,5.33,1.18,0.59,0,0.59,5.92,1.18,4.14,0.59,0,4.14,0.59,1.18,0.59,0.59,1.78,1.78,17.75,1.78,10.06,1.18,4.14,4.14,0,0,0,0,0,1.18,2.96,1.18,0.59,0,1.18,0,11.83,8.28,2.96,0,0,0.59,0,0,0,0,0,0
2p38ba,4796,382,9.64,27.36,47.87,55.37,16.61,12.57,92.67,59.95,21.2,15.71,8.9,1.57,0,4.97,0.26,5.5,3.66,9.69,11.78,7.59,7.85,3.66,20.42,4.71,1.83,0.79,1.31,2.62,6.28,3.66,2.09,0.52,0.52,0.79,10.73,1.83,0,5.24,0.79,16.49,2.62,1.31,2.36,5.76,2.09,5.76,0.79,0.26,0.26,0,2.88,0.79,1.05,0,0.52,8.9,4.71,2.09,2.09,1.31,0.52,3.14,15.97,2.09,10.73,2.36,3.14,5.24,2.36,1.31,1.05,0.79,0,1.05,0.26,0,0,0,0.26,0,18.06,7.33,5.76,0.26,0.52,0.26,0,0,0,3.93,0,0
1pl9t0,4831,151,88.11,14.46,46.87,1,10.07,15.23,84.11,49.01,11.26,8.61,7.95,0.66,0,0,0,2.65,8.61,15.23,5.3,4.64,3.97,2.65,11.92,3.97,0.66,0.66,1.32,4.64,5.96,0.66,5.3,1.99,1.32,0.66,2.65,0.66,0,0,0.66,10.6,1.32,0.66,0.66,1.99,2.65,3.31,1.99,0.66,0,1.32,7.95,1.99,4.64,0,1.99,9.27,1.32,2.65,2.65,2.65,0.66,3.97,7.95,0,8.61,1.99,3.97,3.31,2.65,0.66,0,0,0,0.66,0,0,0,0,0,0,17.22,9.93,2.65,0,0,0.66,0.66,0,0,1.99,1.32,0
18fj59,4897,115,18.51,16.94,99,13.9,38.33,13.04,99.13,62.61,20.87,16.52,13.04,0.87,1.74,0,0.87,4.35,6.09,13.04,11.3,11.3,5.22,3.48,22.61,2.61,0.87,3.48,0,2.61,4.35,1.74,2.61,0,0,2.61,8.7,0.87,0.87,0.87,0,20.87,7.83,5.22,2.61,3.48,1.74,4.35,1.74,0.87,0,0.87,4.35,0.87,2.61,0,0,6.09,2.61,0.87,1.74,0.87,0,3.48,15.65,0.87,14.78,2.61,9.57,2.61,0,0,0,0,0,1.74,0,0,0,0,0,0,13.91,1.74,3.48,0,0,0.87,0,0,3.48,4.35,0,0
21yo8l,4983,145,2.97,1,99,1,12.08,11.72,98.62,66.9,27.59,20,19.31,0,0,0,0.69,7.59,3.45,11.72,14.48,5.52,9.66,4.83,20.69,7.59,1.38,1.38,0.69,0.69,10.34,2.76,7.59,2.07,2.76,1.38,8.28,0,2.07,0,0,13.1,2.76,2.07,0.69,0.69,0.69,6.21,2.07,0.69,0.69,0.69,6.21,2.07,3.45,1.38,0,6.21,3.45,0.69,2.07,1.38,0,2.07,18.62,0.69,8.28,0.69,6.21,1.38,0.69,0,0,0,0,0,3.45,3.45,0,0,0,0,17.93,7.59,0,0,0,0,0,0,0,10.34,0,0
2x7ije,5004,22,1.8,91.35,1,1,5.5,9.09,90.91,63.64,40.91,36.36,13.64,0,0,22.73,0,4.55,4.55,9.09,22.73,0,0,0,36.36,4.55,9.09,0,0,0,9.09,0,9.09,0,4.55,0,31.82,0,0,18.18,9.09,18.18,9.09,4.55,0,0,4.55,0,4.55,0,0,4.55,4.55,4.55,0,0,0,9.09,0,4.55,4.55,0,4.55,9.09,22.73,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,31.82,18.18,0,0,0,0,0,0,0,13.64,0,0
3gnf0k,5096,300,37.39,19.31,95.2,37.57,21.43,17.67,92.67,59.67,19.67,12.33,10.67,1,0,0.33,0.33,7.33,6,12.67,8.33,6,8,1.67,17,4.33,2,0.67,0.33,1,8,4.33,3.67,1,1.33,0.67,6,1,0,1,0,12,3,0.67,0.67,4,1,3,3,1,0.67,1.33,2.33,1,1,0,0.33,10,3.67,2.33,3.67,1.67,0.67,6.33,9.33,1.33,15.33,1,8.33,6.33,2.67,1.33,1.33,1,0,0,1,0.33,0.33,0,0.33,0,11.33,5.67,3,0,0,0,0,0.33,0,1.67,0.67,0
1j1lbn,5169,26,3.37,22.08,38.39,1,8.67,19.23,96.15,73.08,30.77,19.23,19.23,0,0,0,0,11.54,0,15.38,19.23,3.85,3.85,3.85,15.38,3.85,3.85,0,3.85,0,3.85,0,3.85,0,0,3.85,15.38,3.85,0,0,0,7.69,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,3.85,19.23,0,3.85,0,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,15.38,7.69,3.85,0,0,3.85,0,0,0,0,0,0
qskdm,5170,118,48.04,43.26,72.43,41.07,23.6,12.71,92.37,58.47,20.34,14.41,6.78,0.85,0,6.78,0,5.93,4.24,18.64,8.47,5.93,6.78,2.54,22.03,5.08,4.24,1.69,1.69,2.54,5.93,3.39,2.54,0,0,0,12.71,0,3.39,6.78,0,15.25,4.24,1.69,0,2.54,0.85,5.93,3.39,1.69,0,1.69,0.85,0,0,0,0.85,10.17,3.39,0.85,3.39,2.54,0,7.63,8.47,1.69,14.41,1.69,6.78,5.93,0,0.85,0,0,0,0,2.54,0,0,0.85,0.85,0,18.64,6.78,5.08,0,0,0,0,0.85,0,4.24,1.69,0
2q1zhj,5196,278,26.87,2.85,99,1.87,7.51,11.51,93.17,56.83,20.14,16.19,15.11,0,0,0.36,0.72,3.96,4.68,11.87,8.27,6.47,7.55,3.24,18.35,5.76,1.44,1.44,1.8,3.24,6.47,1.8,4.68,0.36,0.72,0,3.6,0,0.36,0.36,0,16.19,4.32,0.36,3.96,3.6,0.36,4.32,1.08,0.36,0.36,0.36,5.76,0.72,3.6,0,2.16,5.4,0.36,0.36,3.6,1.08,0,6.83,9.71,2.16,17.63,2.52,8.27,7.55,0,0.72,1.08,0,0,1.8,0.36,0,0,0,0.36,0,40.29,38.85,0.36,0,0,0.36,0,0,0,0,0.72,0
2je2gj,5215,235,57.45,19.75,92.84,6.68,19.58,12.34,92.34,57.02,15.32,10.21,9.79,0,0,0,0.43,5.11,6.38,17.02,9.36,8.09,6.38,2.13,18.3,5.53,1.28,1.7,2.13,3.83,3.4,0.85,2.55,1.28,0,0.43,5.11,0,0.85,0,0,10.21,2.13,0.85,1.7,1.7,2.55,1.28,3.83,1.28,0,2.55,2.13,0.85,1.28,0,0,12.77,1.7,3.4,4.26,4.26,0.85,5.11,13.62,0,18.3,0.85,11.06,6.38,3.83,0.43,0,0.85,0,0.85,0.43,0.43,0,0,0,0,13.62,4.68,4.26,0,0,0.43,0,0,0,4.26,0,0
lxvkl,5227,670,21.61,33.26,92.99,56.8,21.61,16.72,94.93,61.04,18.96,14.78,9.85,0.3,1.94,0.75,1.94,4.18,5.22,12.84,10.15,9.25,8.96,2.24,17.46,2.24,0.45,1.34,2.24,2.69,3.88,2.69,1.04,0.3,0.15,0.45,9.4,0.15,0.75,0.6,0.3,15.82,3.88,1.94,2.69,2.69,2.54,3.88,1.49,0.3,0.75,0.3,1.94,0.45,1.19,0,0.3,6.12,2.09,0.6,3.28,0.3,0.3,5.22,11.04,1.04,15.67,1.94,6.27,8.51,3.88,0.9,0,0,0,1.34,0.3,0,0,0,0.3,0,14.33,6.27,2.39,0.3,0.3,0.15,0,0.75,0.9,1.94,0.9,0.45
ev3nk,5406,18,30.15,13.32,98.01,25.77,9,16.67,88.89,55.56,11.11,5.56,5.56,0,0,0,0,5.56,5.56,11.11,11.11,16.67,5.56,0,16.67,11.11,11.11,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,5.56,5.56,0,22.22,0,11.11,11.11,5.56,0,0,0,0,0,5.56,0,5.56,0,5.56,0,33.33,5.56,5.56,5.56,0,0,5.56,0,0,0,0,11.11
p8rvu,5422,30,1.8,1,93.3,1,4.29,20,90,60,30,20,16.67,0,0,3.33,0,10,0,10,6.67,10,3.33,10,10,0,0,0,3.33,3.33,16.67,3.33,13.33,0,3.33,10,6.67,0,0,3.33,0,10,0,0,0,0,3.33,6.67,3.33,0,0,3.33,3.33,0,0,0,0,10,3.33,3.33,3.33,0,0,6.67,10,0,10,0,0,10,0,0,0,0,3.33,0,6.67,3.33,0,0,3.33,0,33.33,23.33,3.33,0,0,0,0,0,0,6.67,0,0
3eopof,5548,78,4.1,26.07,83.83,73.64,19.5,12.82,100,70.51,26.92,16.67,11.54,0,2.56,2.56,0,10.26,5.13,11.54,17.95,7.69,5.13,3.85,25.64,3.85,5.13,1.28,1.28,1.28,5.13,3.85,1.28,0,0,0,8.97,1.28,0,3.85,0,14.1,3.85,1.28,2.56,5.13,1.28,2.56,1.28,1.28,0,0,1.28,0,1.28,0,0,2.56,0,0,0,1.28,1.28,5.13,19.23,0,14.1,0,5.13,8.97,0,0,0,0,0,3.85,0,0,0,0,0,0,11.54,3.85,0,0,0,1.28,0,0,0,6.41,0,0
2l2qo4,5611,87,27.82,2.58,93.06,25.77,9.67,18.39,91.95,59.77,26.44,17.24,17.24,0,0,0,0,9.2,8.05,11.49,12.64,2.3,3.45,3.45,26.44,8.05,3.45,1.15,1.15,1.15,4.6,2.3,2.3,0,0,0,4.6,2.3,0,2.3,0,16.09,4.6,2.3,3.45,1.15,1.15,3.45,1.15,0,0,1.15,4.6,0,4.6,0,0,8.05,2.3,0,3.45,1.15,1.15,4.6,19.54,1.15,8.05,1.15,0,5.75,2.3,0,0,0,0,1.15,0,0,0,0,0,0,24.14,10.34,8.05,0,0,0,0,0,0,5.75,0,0
205ruu,5657,213,61.45,2.75,83.15,25.77,17.75,11.27,94.84,57.28,16.43,13.15,13.15,0,0,0,0,3.29,7.04,15.96,9.39,2.82,6.1,4.69,18.31,5.16,1.88,1.88,3.29,1.88,5.63,2.82,2.82,0,0,1.88,1.88,0,0.94,0,0,11.27,2.35,0.94,4.69,2.82,0.94,3.29,3.76,2.35,0,1.41,4.23,0,3.76,0,0.47,9.39,1.41,4.69,1.88,3.29,0.47,5.16,12.21,1.88,12.68,0,6.57,6.1,7.98,0,0,0.94,0,0,0,0,0,0,0,0,17.37,6.1,4.23,0,0,0.47,0,1.41,0,3.76,0,1.41
20dc8t,5657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20fk9i,5657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a6jac,5782,184,9.83,6.42,93.07,56.57,12.27,8.15,96.2,69.02,22.28,14.67,13.04,0,1.63,0,0,7.61,3.8,13.04,14.67,9.78,5.43,3.26,25.54,5.43,3.26,0.54,1.09,3.26,2.72,2.17,0.54,0,0,0.54,4.35,0,0.54,0,0.54,20.65,5.98,2.17,4.89,3.8,2.72,4.89,1.63,0,0,1.63,2.17,0,1.63,0,0.54,3.8,0,1.63,1.63,0.54,0.54,2.72,18.48,2.17,10.87,1.09,4.89,5.43,0,0,0.54,0,0,2.72,0,0,0,0,0,0,19.57,15.76,0.54,0,0,0,0,0,0,2.17,0,1.09
1qo9my,5782,99,1,3.48,93.94,1.59,8.25,12.12,96.97,73.74,25.25,17.17,14.14,0,1.01,2.02,0,8.08,1.01,9.09,18.18,14.14,8.08,6.06,27.27,2.02,1.01,2.02,0,0,7.07,2.02,5.05,1.01,0,2.02,7.07,0,1.01,0,3.03,15.15,5.05,1.01,1.01,4.04,1.01,6.06,2.02,0,0,2.02,2.02,2.02,0,0,0,4.04,1.01,1.01,1.01,1.01,0,1.01,24.24,7.07,8.08,2.02,2.02,5.05,0,0,0,0,0,2.02,1.01,0,1.01,0,0,0,46.46,36.36,1.01,1.01,0,0,0,0,0,5.05,1.01,2.02
2q9why,5791,108,30.15,22.95,83.53,25.77,10.8,25.93,95.37,54.63,18.52,10.19,10.19,0,0,0,0,8.33,7.41,10.19,14.81,3.7,6.48,1.85,21.3,6.48,0.93,0.93,0.93,4.63,7.41,3.7,3.7,0,0.93,1.85,6.48,0,0,0,0,15.74,3.7,0.93,2.78,5.56,1.85,1.85,2.78,0,0,2.78,2.78,0,2.78,0,0,8.33,1.85,3.7,1.85,0.93,0,2.78,17.59,1.85,13.89,0.93,6.48,6.48,6.48,0,0.93,0.93,2.78,0.93,0,0,0,0,0,0,23.15,9.26,4.63,0,0,0,0,0,1.85,7.41,0,0
2r0my8,5791,92,40.37,22.34,74.76,83.66,11.5,18.48,93.48,55.43,20.65,13.04,10.87,0,1.09,0,1.09,7.61,5.43,14.13,7.61,7.61,5.43,2.17,20.65,5.43,6.52,2.17,2.17,2.17,5.43,4.35,1.09,0,0,1.09,9.78,1.09,0,0,0,18.48,3.26,2.17,3.26,2.17,2.17,5.43,1.09,1.09,0,0,2.17,0,1.09,1.09,0,5.43,2.17,0,2.17,2.17,0,5.43,15.22,1.09,8.7,2.17,3.26,3.26,1.09,1.09,1.09,1.09,0,4.35,0,0,0,0,0,0,25,9.78,3.26,0,0,1.09,0,1.09,0,7.61,0,2.17
2rmhig,5791,44,9.77,1,99,25.77,5.5,18.18,88.64,56.82,25,20.45,20.45,0,0,0,0,4.55,6.82,6.82,13.64,2.27,6.82,4.55,22.73,4.55,0,2.27,0,0,4.55,2.27,2.27,0,0,2.27,2.27,0,0,0,0,18.18,0,4.55,2.27,0,4.55,9.09,2.27,0,0,2.27,2.27,2.27,2.27,0,0,9.09,0,2.27,6.82,2.27,2.27,4.55,13.64,2.27,13.64,0,6.82,6.82,4.55,0,0,0,0,0,0,0,0,0,0,0,27.27,15.91,0,0,0,2.27,0,0,0,9.09,0,0
2tyew1,5791,61,13.31,1.11,98.68,1,10.17,9.84,90.16,55.74,24.59,18.03,18.03,0,0,0,0,6.56,3.28,9.84,9.84,8.2,4.92,1.64,21.31,0,0,0,3.28,3.28,6.56,0,6.56,0,1.64,3.28,3.28,0,0,0,0,9.84,0,3.28,1.64,0,0,4.92,0,0,0,0,1.64,1.64,0,0,0,9.84,0,1.64,3.28,4.92,0,6.56,14.75,3.28,13.11,0,4.92,8.2,1.64,0,1.64,1.64,0,1.64,3.28,1.64,0,0,0,0,16.39,9.84,1.64,0,0,0,0,0,0,4.92,0,0
2y1y8o,5791,134,53.13,3.69,68.43,1,16.75,14.18,86.57,50.75,17.91,14.18,14.18,0,0,0,0,3.73,5.97,11.94,6.72,4.48,6.72,1.49,20.9,4.48,0.75,0.75,0,0,11.19,1.49,9.7,2.24,2.99,2.24,2.24,0,0,0,0,12.69,2.99,2.24,4.48,1.49,0.75,2.24,1.49,0,0,1.49,5.22,2.24,2.99,0,0,5.22,0,3.73,0.75,0,2.24,1.49,17.91,0,8.96,1.49,2.99,5.22,2.99,0,0,0,0,2.99,2.24,2.24,0,0,0,0,18.66,5.97,0,0.75,0,0,0,0,1.49,3.73,0,6.72
1l6mty,5827,64,2.34,5.92,55.79,81.93,32,6.25,100,68.75,23.44,18.75,18.75,0,0,0,0,4.69,1.56,12.5,7.81,14.06,9.38,7.81,23.44,1.56,0,3.12,1.56,1.56,6.25,4.69,1.56,0,0,1.56,14.06,0,1.56,0,0,21.88,3.12,1.56,6.25,10.94,1.56,3.12,1.56,0,1.56,0,1.56,0,1.56,0,0,7.81,6.25,1.56,4.69,0,0,3.12,21.88,1.56,3.12,0,3.12,0,1.56,0,0,0,0,0,1.56,0,0,0,1.56,0,14.06,9.38,0,0,0,0,0,0,0,4.69,0,0
1lyx7w,5827,13,1,22.08,94.81,25.77,13,0,100,69.23,30.77,15.38,15.38,0,0,0,0,15.38,0,15.38,7.69,23.08,7.69,0,15.38,0,0,15.38,0,0,15.38,7.69,7.69,0,7.69,0,7.69,0,0,0,0,23.08,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,23.08,0,0,0,0,0,0,0,0,0,0
1mhn73,5827,36,6.55,20.24,23.51,99,12,2.78,100,58.33,22.22,13.89,13.89,0,0,0,0,8.33,2.78,8.33,8.33,5.56,5.56,11.11,13.89,2.78,0,5.56,16.67,0,8.33,8.33,0,0,0,0,19.44,0,0,0,0,8.33,0,0,2.78,0,2.78,2.78,0,0,0,0,8.33,0,5.56,0,0,8.33,8.33,0,0,0,0,0,19.44,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,13.89,5.56,0,0,0,0,0,0,2.78,0,0
1nac6i,5827,90,9.47,1.38,98.01,1.03,22.5,12.22,98.89,60,20,15.56,15.56,0,0,0,0,4.44,2.22,12.22,11.11,6.67,12.22,3.33,26.67,4.44,1.11,2.22,3.33,2.22,7.78,2.22,5.56,0,2.22,3.33,2.22,0,0,0,0,23.33,7.78,2.22,5.56,5.56,3.33,4.44,2.22,0,0,2.22,4.44,1.11,2.22,1.11,0,3.33,0,0,0,1.11,2.22,3.33,18.89,3.33,11.11,0,2.22,8.89,0,2.22,0,0,0,5.56,1.11,1.11,0,0,0,0,15.56,7.78,0,0,0,0,0,0,0,5.56,2.22,0
1nuet0,5827,57,2.78,3.97,61.85,1,11.4,10.53,100,66.67,22.81,14.04,14.04,0,0,0,0,8.77,0,14.04,14.04,8.77,8.77,7.02,21.05,1.75,0,1.75,1.75,0,12.28,1.75,10.53,1.75,3.51,7.02,8.77,0,0,0,0,14.04,1.75,0,3.51,3.51,1.75,3.51,1.75,1.75,0,0,7.02,3.51,3.51,0,0,3.51,0,0,3.51,0,0,0,22.81,1.75,7.02,0,5.26,1.75,1.75,0,0,0,0,1.75,1.75,1.75,0,0,0,0,21.05,10.53,5.26,0,0,0,0,0,0,5.26,0,0
1on4mr,5827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
